8.168859823337481174e+00,-1.021619109928822988e+00,-1.919570310079373732e+00,-2.315402035657520230e+00,1.207709186480382613e+00,-3.249668918534003303e-01,1.465682049132612130e+00,1.125905193633197854e+00,6.286424692659529079e-01,1.342415226822476215e-01,-4.305724346740772424e-01,-4.627956169162312540e-03,-3.037576052349119649e-01,7.767910384421460313e-01,-3.229448100249255327e-01,1.307144514040836869e+00,-9.214236554320566208e-01,-1.007092818727635564e+00,-1.219637118508799245e-01,-1.358595295547205539e-01
7.043904755478180846e-02,-4.590751016883475977e+00,1.798495092060303779e+00,2.668305884953027896e+00,-1.245258210380684183e+00,4.782896695897705941e-01,4.682828951442238874e-02,-1.150518139750522195e+00,1.570080750184826401e+00,-4.961723413213093292e-01,-2.647456193010401804e-01,4.290802727181363546e-02,-1.585972779417540890e+00,-1.490213987657475814e+00,-8.190328248941712574e-02,1.011058675183720279e+00,-7.192787533575912585e-03,-8.755138705181416681e-01,8.751896820501338103e-01,-3.951983958071856456e-02
3.664044886088441810e+00,-1.165924078367063688e+00,1.473138923518779952e+00,-1.495316234218800888e+00,1.162696486988156197e+00,-1.788795021296395893e+00,-1.219208665511785084e+00,2.560648533445100683e-01,-2.091264808147009102e+00,6.963788126136966072e-01,1.604728300301988986e+00,-7.465687477241892411e-01,-1.187726600527194698e+00,4.154160976820923667e-01,-2.079451942163927924e-01,-9.289294349376960858e-01,2.652185281229215708e-01,-1.577026841847230798e-01,1.225376389383215470e+00,-3.540621455613426338e-01
-1.343882329982478696e+00,-1.205587929073415498e+00,-8.608191934024653769e-01,1.394614148416597477e+00,5.256366850121464429e-01,-1.703203447125911651e+00,-1.793106934939203256e+00,1.441152424813260557e+00,-1.906136705579234425e+00,1.211060404149232328e+00,-9.043368962009913359e-01,1.544900904601357039e-01,1.262140233746308071e-01,-1.000864542527794443e+00,1.381658313472494126e-01,1.010227383832300596e-01,-5.333913404817898218e-01,6.215794590539001074e-01,-1.661490161623788708e-01,-1.398471681847720749e+00
4.727476965777086093e+00,-7.395914674955893497e-01,1.186900696335483341e+00,-1.438216129715944147e+00,-8.624372920698337719e-01,-9.269807704173018692e-01,9.484479486315603447e-01,-7.294684348100547444e-01,-1.898927019953743134e+00,2.228467658778491067e+00,1.353808085496905234e+00,-1.215317733901411651e-01,-1.255971049095754022e-01,-1.524944303392598011e+00,8.336681656828346387e-01,-3.168934033799800654e-01,-2.248371383957146641e+00,-1.084555509459825151e+00,2.016834472328443706e-01,-2.816088912104177666e-01
-3.989186984923352775e+00,-1.236305658014100528e+00,-1.913544531060379139e+00,-6.350875468195874562e-01,-4.432194567188628143e-01,-8.035782244902552052e-02,1.458544352049969239e+00,9.070781469926098017e-01,-1.432013063946468157e-01,-3.467311786234226756e-01,-1.023853891490720480e+00,-1.651641601589050934e+00,-1.188589792141729440e+00,1.316817026249282041e-01,7.133354051067971602e-01,1.645793110068010934e-01,-5.495877324319139445e-01,-3.423497472669244091e-01,5.390346936975000114e-01,3.551856566398714499e-01
-2.846888468338869327e+00,1.196028416251403215e+00,-2.210730175950888832e+00,1.486696374398004838e+00,7.471219921338926317e-01,-3.294844984169471136e+00,3.775641386419677503e-01,1.103153248741030268e+00,-3.291410135385861579e-01,8.453387734693350586e-01,8.112011706946538336e-02,1.433393203179855524e+00,1.080612563452164610e+00,7.548534000109483610e-01,-7.351010236797711483e-01,-5.438301200508532246e-02,-4.944790031361889771e-01,7.564970092582299355e-01,1.200862490635625363e-01,-6.422547765824105914e-01
5.040275874115602406e+00,-1.048878002965444534e+00,-1.559667204982328581e+00,-2.769333770508306092e+00,-2.667779928659914201e+00,-6.949257042650370808e-01,4.176855042959001230e-01,-8.489597582029250189e-01,4.867710120541487995e-01,3.788915850126919893e-01,1.422334703215241580e+00,1.210465572778273380e+00,-1.558506604509051208e+00,-1.229762496216797230e+00,-5.358049713724579721e-01,6.415586195997469154e-01,2.735375672302272632e-01,1.756419713706552255e+00,-1.186437061379866487e+00,1.060362927764925356e+00
-2.989077285464384559e+00,-3.238099250205140667e+00,7.197338384600758809e-01,-3.683859462267794482e-01,2.013192152570835614e+00,2.319078847824476597e+00,-3.162762088159233320e-01,-2.081571299843648915e-01,1.075737151236208167e+00,1.176183400947415247e+00,-1.522441792353712353e+00,9.656889738445535720e-02,-4.313544780277682178e-01,4.467236613579483318e-01,-2.163640495982679657e-01,1.855768915007929731e+00,-6.223639721471942998e-01,2.024313426571504593e-01,3.702691232776735841e-01,6.130033338290625800e-01
9.466009891026542222e-01,3.625356106759725972e+00,3.630160058558273839e+00,9.177730882612015195e-01,-1.097810599873217385e-01,-5.508593130452570374e-01,9.915982690650439191e-02,-4.888385148235691591e-01,-1.110887113787158098e+00,-8.648393669190310717e-01,8.134947037907153122e-01,6.441922789133502913e-01,-4.920556331017011953e-01,-3.950871296202345118e-01,-8.891712401311849812e-01,5.591949831400870874e-01,-2.202538740641164505e-01,-1.165459598134950953e-01,4.363192732867449131e-01,7.359130180528180576e-01
